,SurahNumber,SurahName,Disjoined letters,Nbr of Ayat,Nbr of Letters,Nbr of words,Aya number,Arabic Text,Transliterated Text
5959,87,Al-Aala, ,19,19,4,12,الذي يصلى النار الكبرى,al1y yclu alnar alkbru
5960,87,Al-Aala, ,19,19,6,13,ثم لا يموت فيها ولا يحيى,0m la ymwt fyha wla y7yu
5961,87,Al-Aala, ,19,12,4,14,قد أفلح من تزكى,9d afl7 mn tzku
5962,87,Al-Aala, ,19,14,4,15,وذكر اسم ربه فصلى,w1kr asm rbh fclu
5963,87,Al-Aala, ,19,20,4,16,بل تؤثرون الحياة الدنيا,bl ta0rwn al7yat aldnya
5964,87,Al-Aala, ,19,15,3,17,والآخرة خير وأبقى,wala5rt 5yr wab9u
5965,87,Al-Aala, ,19,19,5,18,إن هذا لفي الصحف الأولى,an h1a lfy alc7f alawlu
5966,87,Al-Aala, ,19,15,3,19,صحف إبراهيم وموسى,c7f abrahym wmwsu
5967,88,Al-Ghashiyah, ,26,36,8,1,بسم الله الرحمن الرحيم هل أتاك حديث الغاشية,bsm allh alr7mn alr7ym hl atak 7dy0 alga2yt
5968,88,Al-Ghashiyah, ,26,14,3,2,وجوه يومئذ خاشعة,wjwh ywma1 5a23t
5969,88,Al-Ghashiyah, ,26,10,2,3,عاملة ناصبة,3amlt nacbt
5970,88,Al-Ghashiyah, ,26,13,3,4,تصلى نارا حامية,tclu nara 7amyt
5971,88,Al-Ghashiyah, ,26,13,4,5,تسقى من عين آنية,ts9u mn 3yn anyt
5972,88,Al-Ghashiyah, ,26,19,6,6,ليس لهم طعام إلا من ضريع,lys lhm 63am ala mn 8ry3
5973,88,Al-Ghashiyah, ,26,18,6,7,لا يسمن ولا يغني من جوع,la ysmn wla ygny mn jw3
5974,88,Al-Ghashiyah, ,26,14,3,8,وجوه يومئذ ناعمة,wjwh ywma1 na3mt
5975,88,Al-Ghashiyah, ,26,11,2,9,لسعيها راضية,ls3yha ra8yt
5976,88,Al-Ghashiyah, ,26,10,3,10,في جنة عالية,fy jnt 3alyt
5977,88,Al-Ghashiyah, ,26,15,4,11,لا تسمع فيها لاغية,la tsm3 fyha lagyt
5978,88,Al-Ghashiyah, ,26,12,3,12,فيها عين جارية,fyha 3yn jaryt
5979,88,Al-Ghashiyah, ,26,13,3,13,فيها سرر مرفوعة,fyha srr mrfw3t
5980,88,Al-Ghashiyah, ,26,12,2,14,وأكواب موضوعة,wakwab mw8w3t
5981,88,Al-Ghashiyah, ,26,12,2,15,ونمارق مصفوفة,wnmar9 mcfwft
5982,88,Al-Ghashiyah, ,26,12,2,16,وزرابي مبثوثة,wzraby mb0w0t
5983,88,Al-Ghashiyah, ,26,25,6,17,أفلا ينظرون إلى الإبل كيف خلقت,afla yn4rwn alu alabl kyf 5l9t
5984,88,Al-Ghashiyah, ,26,17,4,18,وإلى السماء كيف رفعت,walu alsmaa kyf rf3t
5985,88,Al-Ghashiyah, ,26,17,4,19,وإلى الجبال كيف نصبت,walu aljbal kyf ncbt
5986,88,Al-Ghashiyah, ,26,16,4,20,وإلى الأرض كيف سطحت,walu alar8 kyf s67t
5987,88,Al-Ghashiyah, ,26,15,4,21,فذكر إنما أنت مذكر,f1kr anma ant m1kr
5988,88,Al-Ghashiyah, ,26,14,3,22,لست عليهم بمصيطر,lst 3lyhm bmcy6r
5989,88,Al-Ghashiyah, ,26,13,4,23,إلا من تولى وكفر,ala mn twlu wkfr
5990,88,Al-Ghashiyah, ,26,22,4,24,فيعذبه الله العذاب الأكبر,fy31bh allh al31ab alakbr
5991,88,Al-Ghashiyah, ,26,13,3,25,إن إلينا إيابهم,an alyna ayabhm
5992,88,Al-Ghashiyah, ,26,15,4,26,ثم إن علينا حسابهم,0m an 3lyna 7sabhm
5993,89,Al-Fajr, ,30,25,5,1,بسم الله الرحمن الرحيم والفجر,bsm allh alr7mn alr7ym walfjr
5994,89,Al-Fajr, ,30,8,2,2,وليال عشر,wlyal 32r
5995,89,Al-Fajr, ,30,12,2,3,والشفع والوتر,wal2f3 walwtr
5996,89,Al-Fajr, ,30,12,3,4,والليل إذا يسر,wallyl a1a ysr
5997,89,Al-Fajr, ,30,16,6,5,هل في ذلك قسم لذي حجر,hl fy 1lk 9sm l1y 7jr
5998,89,Al-Fajr, ,30,18,6,6,ألم تر كيف فعل ربك بعاد,alm tr kyf f3l rbk b3ad
5999,89,Al-Fajr, ,30,12,3,7,إرم ذات العماد,arm 1at al3mad
6000,89,Al-Fajr, ,30,23,6,8,التي لم يخلق مثلها في البلاد,alty lm y5l9 m0lha fy alblad
6001,89,Al-Fajr, ,30,26,5,9,وثمود الذين جابوا الصخر بالواد,w0mwd al1yn jabwa alc5r balwad
6002,89,Al-Fajr, ,30,15,3,10,وفرعون ذي الأوتاد,wfr3wn 1y alawtad
6003,89,Al-Fajr, ,30,17,4,11,الذين طغوا في البلاد,al1yn 6gwa fy alblad
6004,89,Al-Fajr, ,30,17,3,12,فأكثروا فيها الفساد,fak0rwa fyha alfsad
6005,89,Al-Fajr, ,30,18,5,13,فصب عليهم ربك سوط عذاب,fcb 3lyhm rbk sw6 31ab
6006,89,Al-Fajr, ,30,14,3,14,إن ربك لبالمرصاد,an rbk lbalmrcad
6007,89,Al-Fajr, ,30,49,11,15,فأما الإنسان إذا ما ابتلاه ربه فأكرمه ونعمه فيقول ربي أكرمن,fama alansan a1a ma abtlah rbh fakrmh wn3mh fy9wl rby akrmn
6008,89,Al-Fajr, ,30,40,10,16,وأما إذا ما ابتلاه فقدر عليه رزقه فيقول ربي أهانن,wama a1a ma abtlah f9dr 3lyh rz9h fy9wl rby ahann
6009,89,Al-Fajr, ,30,19,5,17,كلا بل لا تكرمون اليتيم,kla bl la tkrmwn alytym
6010,89,Al-Fajr, ,30,23,5,18,ولا تحاضون على طعام المسكين,wla t7a8wn 3lu 63am almskyn
6011,89,Al-Fajr, ,30,20,4,19,وتأكلون التراث أكلا لما,wtaklwn altra0 akla lma
6012,89,Al-Fajr, ,30,17,4,20,وتحبون المال حبا جما,wt7bwn almal 7ba jma
6013,89,Al-Fajr, ,30,20,6,21,كلا إذا دكت الأرض دكا دكا,kla a1a dkt alar8 dka dka
6014,89,Al-Fajr, ,30,19,5,22,وجاء ربك والملك صفا صفا,wjaa rbk walmlk cfa cfa
6015,89,Al-Fajr, ,30,43,9,23,وجيء يومئذ بجهنم يومئذ يتذكر الإنسان وأنى له الذكرى,wjya ywma1 bjhnm ywma1 yt1kr alansan wanu lh al1kru
6016,89,Al-Fajr, ,30,21,5,24,يقول يا ليتني قدمت لحياتي,y9wl ya lytny 9dmt l7yaty
6017,89,Al-Fajr, ,30,20,5,25,فيومئذ لا يعذب عذابه أحد,fywma1 la y31b 31abh a7d
6018,89,Al-Fajr, ,30,15,4,26,ولا يوثق وثاقه أحد,wla yw09 w0a9h a7d
6019,89,Al-Fajr, ,30,20,4,27,يا أيتها النفس المطمئنة,ya aytha alnfs alm6mant
6020,89,Al-Fajr, ,30,21,5,28,ارجعي إلى ربك راضية مرضية,arj3y alu rbk ra8yt mr8yt
6021,89,Al-Fajr, ,30,13,3,29,فادخلي في عبادي,fad5ly fy 3bady
6022,89,Al-Fajr, ,30,10,2,30,وادخلي جنتي,wad5ly jnty
6023,90,Al-Balad, ,20,34,8,1,بسم الله الرحمن الرحيم لا أقسم بهذا البلد,bsm allh alr7mn alr7ym la a9sm bh1a albld
6024,90,Al-Balad, ,20,15,4,2,وأنت حل بهذا البلد,want 7l bh1a albld
6025,90,Al-Balad, ,20,11,3,3,ووالد وما ولد,wwald wma wld
6026,90,Al-Balad, ,20,20,5,4,لقد خلقنا الإنسان في كبد,l9d 5l9na alansan fy kbd
6027,90,Al-Balad, ,20,20,6,5,أيحسب أن لن يقدر عليه أحد,ay7sb an ln y9dr 3lyh a7d
6028,90,Al-Balad, ,20,17,4,6,يقول أهلكت مالا لبدا,y9wl ahlkt mala lbda
6029,90,Al-Balad, ,20,15,5,7,أيحسب أن لم يره أحد,ay7sb an lm yrh a7d
6030,90,Al-Balad, ,20,14,4,8,ألم نجعل له عينين,alm nj3l lh 3ynyn
6031,90,Al-Balad, ,20,12,2,9,ولسانا وشفتين,wlsana w2ftyn
6032,90,Al-Balad, ,20,14,2,10,وهديناه النجدين,whdynah alnjdyn
6033,90,Al-Balad, ,20,14,3,11,فلا اقتحم العقبة,fla a9t7m al39bt
6034,90,Al-Balad, ,20,16,4,12,وما أدراك ما العقبة,wma adrak ma al39bt
6035,90,Al-Balad, ,20,6,2,13,فك رقبة,fk r9bt
6036,90,Al-Balad, ,20,19,6,14,أو إطعام في يوم ذي مسغبة,aw a63am fy ywm 1y msgbt
6037,90,Al-Balad, ,20,12,3,15,يتيما ذا مقربة,ytyma 1a m9rbt
6038,90,Al-Balad, ,20,15,4,16,أو مسكينا ذا متربة,aw mskyna 1a mtrbt
6039,90,Al-Balad, ,20,45,9,17,ثم كان من الذين آمنوا وتواصوا بالصبر وتواصوا بالمرحمة,0m kan mn al1yn amnwa wtwacwa balcbr wtwacwa balmr7mt
6040,90,Al-Balad, ,20,17,3,18,أولئك أصحاب الميمنة,awlak ac7ab almymnt
6041,90,Al-Balad, ,20,32,6,19,والذين كفروا بآياتنا هم أصحاب المشأمة,wal1yn kfrwa bayatna hm ac7ab alm2amt
6042,90,Al-Balad, ,20,13,3,20,عليهم نار مؤصدة,3lyhm nar macdt
6043,91,Ash-Shams, ,15,31,6,1,بسم الله الرحمن الرحيم والشمس وضحاها,bsm allh alr7mn alr7ym wal2ms w87aha
6044,91,Ash-Shams, ,15,14,3,2,والقمر إذا تلاها,wal9mr a1a tlaha
6045,91,Ash-Shams, ,15,15,3,3,والنهار إذا جلاها,walnhar a1a jlaha
6046,91,Ash-Shams, ,15,15,3,4,والليل إذا يغشاها,wallyl a1a yg2aha
6047,91,Ash-Shams, ,15,15,3,5,والسماء وما بناها,walsmaa wma bnaha
6048,91,Ash-Shams, ,15,14,3,6,والأرض وما طحاها,walar8 wma 67aha
6049,91,Ash-Shams, ,15,12,3,7,ونفس وما سواها,wnfs wma swaha
6050,91,Ash-Shams, ,15,20,3,8,فألهمها فجورها وتقواها,falhmha fjwrha wt9waha
6051,91,Ash-Shams, ,15,13,4,9,قد أفلح من زكاها,9d afl7 mn zkaha
6052,91,Ash-Shams, ,15,13,4,10,وقد خاب من دساها,w9d 5ab mn dsaha
6053,91,Ash-Shams, ,15,15,3,11,كذبت ثمود بطغواها,k1bt 0mwd b6gwaha
6054,91,Ash-Shams, ,15,13,3,12,إذ انبعث أشقاها,a1 anb30 a29aha
6055,91,Ash-Shams, ,15,30,7,13,فقال لهم رسول الله ناقة الله وسقياها,f9al lhm rswl allh na9t allh ws9yaha
6056,91,Ash-Shams, ,15,39,7,14,فكذبوه فعقروها فدمدم عليهم ربهم بذنبهم فسواها,fk1bwh f39rwha fdmdm 3lyhm rbhm b1nbhm fswaha
6057,91,Ash-Shams, ,15,13,3,15,ولا يخاف عقباها,wla y5af 39baha
6058,92,Al-Lail, ,21,32,7,1,بسم الله الرحمن الرحيم والليل إذا يغشى,bsm allh alr7mn alr7ym wallyl a1a yg2u
6059,92,Al-Lail, ,21,14,3,2,والنهار إذا تجلى,walnhar a1a tjlu
6060,92,Al-Lail, ,21,18,4,3,وما خلق الذكر والأنثى,wma 5l9 al1kr walan0u
6061,92,Al-Lail, ,21,11,3,4,إن سعيكم لشتى,an s3ykm l2tu
6062,92,Al-Lail, ,21,15,4,5,فأما من أعطى واتقى,fama mn a36u wat9u
6063,92,Al-Lail, ,21,11,2,6,وصدق بالحسنى,wcd9 bal7snu
6064,92,Al-Lail, ,21,13,2,7,فسنيسره لليسرى,fsnysrh llysru
6065,92,Al-Lail, ,21,16,4,8,وأما من بخل واستغنى,wama mn b5l wastgnu
6066,92,Al-Lail, ,21,11,2,9,وكذب بالحسنى,wk1b bal7snu
6067,92,Al-Lail, ,21,13,2,10,فسنيسره للعسرى,fsnysrh ll3sru
6068,92,Al-Lail, ,21,21,6,11,وما يغني عنه ماله إذا تردى,wma ygny 3nh malh a1a trdu
6069,92,Al-Lail, ,21,12,3,12,إن علينا للهدى,an 3lyna llhdu
6070,92,Al-Lail, ,21,19,4,13,وإن لنا للآخرة والأولى,wan lna lla5rt walawlu
6071,92,Al-Lail, ,21,16,3,14,فأنذرتكم نارا تلظى,fan1rtkm nara tl4u
6072,92,Al-Lail, ,21,17,4,15,لا يصلاها إلا الأشقى,la yclaha ala ala29u
6073,92,Al-Lail, ,21,12,3,16,الذي كذب وتولى,al1y k1b wtwlu
6074,92,Al-Lail, ,21,14,2,17,وسيجنبها الأتقى,wsyjnbha alat9u
6075,92,Al-Lail, ,21,17,4,18,الذي يؤتي ماله يتزكى,al1y yaty malh ytzku
6076,92,Al-Lail, ,21,21,6,19,وما لأحد عنده من نعمة تجزى,wma la7d 3ndh mn n3mt tjzu
6077,92,Al-Lail, ,21,21,5,20,إلا ابتغاء وجه ربه الأعلى,ala abtgaa wjh rbh ala3lu
6078,92,Al-Lail, ,21,9,2,21,ولسوف يرضى,wlswf yr8u
6079,93,Ad-Duha, ,11,25,5,1,بسم الله الرحمن الرحيم والضحى,bsm allh alr7mn alr7ym wal87u
6080,93,Ad-Duha, ,11,12,3,2,والليل إذا سجى,wallyl a1a sju
6081,93,Ad-Duha, ,11,15,5,3,ما ودعك ربك وما قلى,ma wd3k rbk wma 9lu
6082,93,Ad-Duha, ,11,20,5,4,وللآخرة خير لك من الأولى,wlla5rt 5yr lk mn alawlu
6083,93,Ad-Duha, ,11,18,4,5,ولسوف يعطيك ربك فترضى,wlswf y36yk rbk ftr8u
6084,93,Ad-Duha, ,11,16,4,6,ألم يجدك يتيما فآوى,alm yjdk ytyma fawu
6085,93,Ad-Duha, ,11,13,3,7,ووجدك ضالا فهدى,wwjdk 8ala fhdu
6086,93,Ad-Duha, ,11,15,3,8,ووجدك عائلا فأغنى,wwjdk 3aala fagnu
6087,93,Ad-Duha, ,11,17,4,9,فأما اليتيم فلا تقهر,fama alytym fla t9hr
6088,93,Ad-Duha, ,11,17,4,10,وأما السائل فلا تنهر,wama alsaal fla tnhr
6089,93,Ad-Duha, ,11,16,4,11,وأما بنعمة ربك فحدث,wama bn3mt rbk f7d0
6090,94,Al-Inshirah, ,8,32,8,1,بسم الله الرحمن الرحيم ألم نشرح لك صدرك,bsm allh alr7mn alr7ym alm n2r7 lk cdrk
6091,94,Al-Inshirah, ,8,13,3,2,ووضعنا عنك وزرك,ww83na 3nk wzrk
6092,94,Al-Inshirah, ,8,12,3,3,الذي أنقض ظهرك,al1y an98 4hrk
6093,94,Al-Inshirah, ,8,12,3,4,ورفعنا لك ذكرك,wrf3na lk 1krk
6094,94,Al-Inshirah, ,8,14,4,5,فإن مع العسر يسرا,fan m3 al3sr ysra
6095,94,Al-Inshirah, ,8,13,4,6,إن مع العسر يسرا,an m3 al3sr ysra
6096,94,Al-Inshirah, ,8,13,3,7,فإذا فرغت فانصب,fa1a frgt fancb
6097,94,Al-Inshirah, ,8,12,3,8,وإلى ربك فارغب,walu rbk fargb
6098,95,At-Tin, ,8,33,6,1,بسم الله الرحمن الرحيم والتين والزيتون,bsm allh alr7mn alr7ym waltyn walzytwn
6099,95,At-Tin, ,8,9,2,2,وطور سينين,w6wr synyn
6100,95,At-Tin, ,8,15,3,3,وهذا البلد الأمين,wh1a albld alamyn
6101,95,At-Tin, ,8,26,6,4,لقد خلقنا الإنسان في أحسن تقويم,l9d 5l9na alansan fy a7sn t9wym
6102,95,At-Tin, ,8,18,4,5,ثم رددناه أسفل سافلين,0m rddnah asfl saflyn
6103,95,At-Tin, ,8,42,9,6,إلا الذين آمنوا وعملوا الصالحات فلهم أجر غير ممنون,ala al1yn amnwa w3mlwa alcal7at flhm ajr gyr mmnwn
6104,95,At-Tin, ,8,17,4,7,فما يكذبك بعد بالدين,fma yk1bk b3d baldyn
6105,95,At-Tin, ,8,21,4,8,أليس الله بأحكم الحاكمين,alys allh ba7km al7akmyn
6106,96,Al-Alaq, ,19,37,9,1,بسم الله الرحمن الرحيم اقرأ باسم ربك الذي خلق,bsm allh alr7mn alr7ym a9ra basm rbk al1y 5l9
6107,96,Al-Alaq, ,19,15,4,2,خلق الإنسان من علق,5l9 alansan mn 3l9
6108,96,Al-Alaq, ,19,14,3,3,اقرأ وربك الأكرم,a9ra wrbk alakrm
6109,96,Al-Alaq, ,19,13,3,4,الذي علم بالقلم,al1y 3lm bal9lm
6110,96,Al-Alaq, ,19,18,5,5,علم الإنسان ما لم يعلم,3lm alansan ma lm y3lm
6111,96,Al-Alaq, ,19,17,4,6,كلا إن الإنسان ليطغى,kla an alansan ly6gu
6112,96,Al-Alaq, ,19,11,3,7,أن رآه استغنى,an rah astgnu
6113,96,Al-Alaq, ,19,14,4,8,إن إلى ربك الرجعى,an alu rbk alrj3u
6114,96,Al-Alaq, ,19,13,3,9,أرأيت الذي ينهى,arayt al1y ynhu
6115,96,Al-Alaq, ,19,10,3,10,عبدا إذا صلى,3bda a1a clu
6116,96,Al-Alaq, ,19,18,5,11,أرأيت إن كان على الهدى,arayt an kan 3lu alhdu
6117,96,Al-Alaq, ,19,12,3,12,أو أمر بالتقوى,aw amr balt9wu
6118,96,Al-Alaq, ,19,15,4,13,أرأيت إن كذب وتولى,arayt an k1b wtwlu
6119,96,Al-Alaq, ,19,17,5,14,ألم يعلم بأن الله يرى,alm y3lm ban allh yru
6120,96,Al-Alaq, ,19,26,6,15,كلا لئن لم ينته لنسفعا بالناصية,kla lan lm ynth lnsf3a balnacyt
6121,96,Al-Alaq, ,19,15,3,16,ناصية كاذبة خاطئة,nacyt ka1bt 5a6at
6122,96,Al-Alaq, ,19,10,2,17,فليدع ناديه,flyd3 nadyh
6123,96,Al-Alaq, ,19,12,2,18,سندع الزبانية,snd3 alzbanyt
6124,96,Al-Alaq, ,19,20,5,19,كلا لا تطعه واسجد واقترب,kla la t63h wasjd wa9trb
6125,97,Al-Qadr, ,5,40,9,1,بسم الله الرحمن الرحيم إنا أنزلناه في ليلة القدر,bsm allh alr7mn alr7ym ana anzlnah fy lylt al9dr
6126,97,Al-Qadr, ,5,19,5,2,وما أدراك ما ليلة القدر,wma adrak ma lylt al9dr
6127,97,Al-Qadr, ,5,20,6,3,ليلة القدر خير من ألف شهر,lylt al9dr 5yr mn alf 2hr
6128,97,Al-Qadr, ,5,37,9,4,تنزل الملائكة والروح فيها بإذن ربهم من كل أمر,tnzl almlaakt walrw7 fyha ba1n rbhm mn kl amr
6129,97,Al-Qadr, ,5,18,5,5,سلام هي حتى مطلع الفجر,slam hy 7tu m6l3 alfjr
6130,98,Al-Bayyinah, ,8,75,16,1,بسم الله الرحمن الرحيم لم يكن الذين كفروا من أهل الكتاب والمشركين منفكين حتى تأتيهم البينة,bsm allh alr7mn alr7ym lm ykn al1yn kfrwa mn ahl alktab walm2rkyn mnfkyn 7tu tatyhm albynt
6131,98,Al-Bayyinah, ,8,23,6,2,رسول من الله يتلو صحفا مطهرة,rswl mn allh ytlw c7fa m6hrt
6132,98,Al-Bayyinah, ,8,11,3,3,فيها كتب قيمة,fyha ktb 9ymt
6133,98,Al-Bayyinah, ,8,45,11,4,وما تفرق الذين أوتوا الكتاب إلا من بعد ما جاءتهم البينة,wma tfr9 al1yn awtwa alktab ala mn b3d ma jaathm albynt
6134,98,Al-Bayyinah, ,8,78,16,5,وما أمروا إلا ليعبدوا الله مخلصين له الدين حنفاء ويقيموا الصلاة ويؤتوا الزكاة وذلك دين القيمة,wma amrwa ala ly3bdwa allh m5lcyn lh aldyn 7nfaa wy9ymwa alclat wyatwa alzkat w1lk dyn al9ymt
6135,98,Al-Bayyinah, ,8,66,16,6,إن الذين كفروا من أهل الكتاب والمشركين في نار جهنم خالدين فيها أولئك هم شر البرية,an al1yn kfrwa mn ahl alktab walm2rkyn fy nar jhnm 5aldyn fyha awlak hm 2r albryt
6136,98,Al-Bayyinah, ,8,42,9,7,إن الذين آمنوا وعملوا الصالحات أولئك هم خير البرية,an al1yn amnwa w3mlwa alcal7at awlak hm 5yr albryt
6137,98,Al-Bayyinah, ,8,83,21,8,جزاؤهم عند ربهم جنات عدن تجري من تحتها الأنهار خالدين فيها أبدا رضي الله عنهم ورضوا عنه ذلك لمن خشي ربه,jzaahm 3nd rbhm jnat 3dn tjry mn t7tha alanhar 5aldyn fyha abda r8y allh 3nhm wr8wa 3nh 1lk lmn 52y rbh
6138,99,Al-Zilzal, ,8,39,8,1,بسم الله الرحمن الرحيم إذا زلزلت الأرض زلزالها,bsm allh alr7mn alr7ym a1a zlzlt alar8 zlzalha
6139,99,Al-Zilzal, ,8,18,3,2,وأخرجت الأرض أثقالها,wa5rjt alar8 a09alha
6140,99,Al-Zilzal, ,8,16,4,3,وقال الإنسان ما لها,w9al alansan ma lha
6141,99,Al-Zilzal, ,8,16,3,4,يومئذ تحدث أخبارها,ywma1 t7d0 a5barha
6142,99,Al-Zilzal, ,8,13,4,5,بأن ربك أوحى لها,ban rbk aw7u lha
6143,99,Al-Zilzal, ,8,32,6,6,يومئذ يصدر الناس أشتاتا ليروا أعمالهم,ywma1 ycdr alnas a2tata lyrwa a3malhm
6144,99,Al-Zilzal, ,8,22,6,7,فمن يعمل مثقال ذرة خيرا يره,fmn y3ml m09al 1rt 5yra yrh
6145,99,Al-Zilzal, ,8,21,6,8,ومن يعمل مثقال ذرة شرا يره,wmn y3ml m09al 1rt 2ra yrh
6146,100,Al-Adiyat, ,11,32,6,1,بسم الله الرحمن الرحيم والعاديات ضبحا,bsm allh alr7mn alr7ym wal3adyat 8b7a
6147,100,Al-Adiyat, ,11,13,2,2,فالموريات قدحا,falmwryat 9d7a
6148,100,Al-Adiyat, ,11,13,2,3,فالمغيرات صبحا,falmgyrat cb7a
6149,100,Al-Adiyat, ,11,11,3,4,فأثرن به نقعا,fa0rn bh n93a
6150,100,Al-Adiyat, ,11,11,3,5,فوسطن به جمعا,fws6n bh jm3a
6151,100,Al-Adiyat, ,11,18,4,6,إن الإنسان لربه لكنود,an alansan lrbh lknwd
6152,100,Al-Adiyat, ,11,15,4,7,وإنه على ذلك لشهيد,wanh 3lu 1lk l2hyd
6153,100,Al-Adiyat, ,11,17,4,8,وإنه لحب الخير لشديد,wanh l7b al5yr l2dyd
6154,100,Al-Adiyat, ,11,25,7,9,أفلا يعلم إذا بعثر ما في القبور,afla y3lm a1a b30r ma fy al9bwr
6155,100,Al-Adiyat, ,11,14,4,10,وحصل ما في الصدور,w7cl ma fy alcdwr
6156,100,Al-Adiyat, ,11,19,5,11,إن ربهم بهم يومئذ لخبير,an rbhm bhm ywma1 l5byr
6157,101,Al-Qariah, ,11,26,5,1,بسم الله الرحمن الرحيم القارعة,bsm allh alr7mn alr7ym al9ar3t
6158,101,Al-Qariah, ,11,9,2,2,ما القارعة,ma al9ar3t
6159,101,Al-Qariah, ,11,17,4,3,وما أدراك ما القارعة,wma adrak ma al9ar3t
6160,101,Al-Qariah, ,11,26,5,4,يوم يكون الناس كالفراش المبثوث,ywm ykwn alnas kalfra2 almb0w0
6161,101,Al-Qariah, ,11,24,4,5,وتكون الجبال كالعهن المنفوش,wtkwn aljbal kal3hn almnfw2
6162,101,Al-Qariah, ,11,17,4,6,فأما من ثقلت موازينه,fama mn 09lt mwazynh
6163,101,Al-Qariah, ,11,14,4,7,فهو في عيشة راضية,fhw fy 3y2t ra8yt
6164,101,Al-Qariah, ,11,16,4,8,وأما من خفت موازينه,wama mn 5ft mwazynh
6165,101,Al-Qariah, ,11,9,2,9,فأمه هاوية,famh hawyt
6166,101,Al-Qariah, ,11,13,4,10,وما أدراك ما هيه,wma adrak ma hyh
6167,101,Al-Qariah, ,11,8,2,11,نار حامية,nar 7amyt
6168,102,At-Takathur, ,8,32,6,1,بسم الله الرحمن الرحيم ألهاكم التكاثر,bsm allh alr7mn alr7ym alhakm altka0r
6169,102,At-Takathur, ,8,14,3,2,حتى زرتم المقابر,7tu zrtm alm9abr
6170,102,At-Takathur, ,8,12,3,3,كلا سوف تعلمون,kla swf t3lmwn
6171,102,At-Takathur, ,8,14,4,4,ثم كلا سوف تعلمون,0m kla swf t3lmwn
6172,102,At-Takathur, ,8,20,5,5,كلا لو تعلمون علم اليقين,kla lw t3lmwn 3lm aly9yn
6173,102,At-Takathur, ,8,11,2,6,لترون الجحيم,ltrwn alj7ym
6174,102,At-Takathur, ,8,18,4,7,ثم لترونها عين اليقين,0m ltrwnha 3yn aly9yn
6175,102,At-Takathur, ,8,21,5,8,ثم لتسألن يومئذ عن النعيم,0m ltsaln ywma1 3n aln3ym
6176,103,Al-Asr, ,3,25,5,1,بسم الله الرحمن الرحيم والعصر,bsm allh alr7mn alr7ym wal3cr
